id,x,y
9100700301,2.2901218,41.5929397
9100700874,2.3029362,41.6099920
9100703647,2.2900905,41.6066610
9100718615,2.2915768,41.5891339
9100718706,2.2896298,41.6043855
9100723039,2.2962428,41.6016140
9100723531,2.2902828,41.6091422
9100729258,2.2905778,41.6068004
9100729405,2.2880423,41.5908820
9100730939,2.2912636,41.6042778
9100732766,2.2903800,41.6100748
9100736806,2.2912334,41.5997034
9100737231,2.2948382,41.6128906
9100738166,2.2948382,41.6128906
9100742644,2.2962428,41.6016140
9100742712,2.2877804,41.6032002
9100743172,2.2901218,41.5929397
9100743868,2.2883573,41.5961028
9100745043,2.2905456,41.6050949
9100747591,2.3021682,41.6098501
9100750645,2.2902828,41.6091422
9100755605,2.2948458,41.6150155
9100756365,2.2903800,41.6100748
9100758269,2.2962858,41.6137009
9100762486,2.2887494,41.5936550
128003,2.2941506,41.6133433
9100694685,2.2859271,42.0035278
9100691956,2.2841079,42.0000201
9100381861,2.2870159,42.0048200
9100722376,2.2901025,42.0058602
9100728312,2.2879627,42.0034372
9100641799,2.3019986,42.0093552
9100593250,2.2870159,42.0048200
9100577717,2.2834631,42.0015741
9100540106,2.2777747,42.0054042
9100536121,2.2792299,42.0049384
9100520242,2.2815043,41.9985521
9100494853,2.2851546,42.0080143
9100494288,2.2815043,41.9985521
9100487378,2.2870159,42.0048200
9100485303,2.2904072,42.0032136
9100479427,2.2829636,42.0003612
9100467000,2.2862494,42.0049256
9100420376,2.2883893,42.0103075
9100326018,2.2782625,42.0040915
9100301063,2.2882579,42.0000513
9100253099,2.2894170,42.0052225
9100206311,2.2960830,42.0042500
9100194884,2.2841159,41.9999811
9100169134,2.2780530,42.0084523
9100160354,2.2841079,42.0000201
9100159434,2.2859297,42.0012394
9100159298,2.2841079,42.0000201
9100158995,2.2916854,42.0034180
9100158872,2.2807645,42.0014402
9100158492,2.2841079,42.0000201
9100159254,2.2862494,42.0049256
9100058412,2.2859360,41.9971332
9100056427,2.2870159,42.0048200
9100057531,2.2840374,42.0058888
9100042378,2.2338386,41.5731338
9100042685,2.2396525,41.5859174
9100043482,2.2204694,41.5573546
9100044179,2.2196024,41.5584051
9100044290,2.2300571,41.5624950
9100227177,2.2216661,41.5601641
9100264438,2.2221133,41.5628482
